id,image_url,scientific_name,taxon_id
188635689,https://static.inaturalist.org/photos/330216776/medium.jpeg,Catharanthus roseus,62924
188682668,https://static.inaturalist.org/photos/330312657/medium.jpeg,Catharanthus roseus,62924
188719936,https://inaturalist-open-data.s3.amazonaws.com/photos/330386584/medium.jpeg,Catharanthus roseus,62924
188724510,https://static.inaturalist.org/photos/330396251/medium.jpg,Catharanthus roseus,62924
188743847,https://inaturalist-open-data.s3.amazonaws.com/photos/330435174/medium.jpg,Catharanthus roseus,62924
188765569,https://inaturalist-open-data.s3.amazonaws.com/photos/330483886/medium.jpg,Catharanthus roseus,62924
188771864,https://inaturalist-open-data.s3.amazonaws.com/photos/330496920/medium.jpg,Catharanthus roseus,62924
188789657,https://inaturalist-open-data.s3.amazonaws.com/photos/330533162/medium.jpg,Catharanthus roseus,62924
188789667,https://static.inaturalist.org/photos/330533109/medium.jpg,Catharanthus roseus,62924
188818136,https://static.inaturalist.org/photos/330589113/medium.jpeg,Catharanthus roseus,62924
188846082,https://static.inaturalist.org/photos/330647172/medium.jpeg,Catharanthus roseus,62924
188887350,https://static.inaturalist.org/photos/330734814/medium.jpeg,Catharanthus roseus,62924
188895311,https://inaturalist-open-data.s3.amazonaws.com/photos/330750007/medium.jpg,Catharanthus roseus,62924
188907608,https://inaturalist-open-data.s3.amazonaws.com/photos/330773305/medium.jpeg,Catharanthus roseus,62924
188974543,https://inaturalist-open-data.s3.amazonaws.com/photos/330909478/medium.jpeg,Catharanthus roseus,62924
188998709,https://static.inaturalist.org/photos/330962826/medium.jpeg,Catharanthus roseus,62924
189029410,https://static.inaturalist.org/photos/331019379/medium.jpeg,Catharanthus roseus,62924
189043358,https://static.inaturalist.org/photos/331046720/medium.jpg,Catharanthus roseus,62924
189085000,https://static.inaturalist.org/photos/331131344/medium.jpg,Catharanthus roseus,62924
189085036,https://inaturalist-open-data.s3.amazonaws.com/photos/331312054/medium.jpg,Catharanthus roseus,62924
189102415,https://inaturalist-open-data.s3.amazonaws.com/photos/331170862/medium.jpeg,Catharanthus roseus,62924
189104563,https://static.inaturalist.org/photos/331175300/medium.jpeg,Catharanthus roseus,62924
189120271,https://inaturalist-open-data.s3.amazonaws.com/photos/331206909/medium.jpg,Catharanthus roseus,62924
189123126,https://inaturalist-open-data.s3.amazonaws.com/photos/331212329/medium.jpg,Catharanthus roseus,62924
189161183,https://inaturalist-open-data.s3.amazonaws.com/photos/331286460/medium.jpg,Catharanthus roseus,62924
189173475,https://inaturalist-open-data.s3.amazonaws.com/photos/331306281/medium.jpeg,Catharanthus roseus,62924
189173523,https://inaturalist-open-data.s3.amazonaws.com/photos/331306717/medium.jpeg,Catharanthus roseus,62924
189177468,https://inaturalist-open-data.s3.amazonaws.com/photos/331320864/medium.jpg,Catharanthus roseus,62924
189207796,https://inaturalist-open-data.s3.amazonaws.com/photos/331385872/medium.jpg,Catharanthus roseus,62924
189217075,https://static.inaturalist.org/photos/331404869/medium.jpeg,Catharanthus roseus,62924
189245931,https://inaturalist-open-data.s3.amazonaws.com/photos/331459964/medium.jpeg,Catharanthus roseus,62924
189277126,https://inaturalist-open-data.s3.amazonaws.com/photos/331521764/medium.jpeg,Catharanthus roseus,62924
189289557,https://static.inaturalist.org/photos/331547663/medium.jpeg,Catharanthus roseus,62924
189295447,https://static.inaturalist.org/photos/331561209/medium.jpeg,Catharanthus roseus,62924
189297040,https://inaturalist-open-data.s3.amazonaws.com/photos/331565142/medium.jpg,Catharanthus roseus,62924
189352578,https://static.inaturalist.org/photos/331682534/medium.jpg,Catharanthus roseus,62924
189362771,https://static.inaturalist.org/photos/331703185/medium.jpg,Catharanthus roseus,62924
189380274,https://static.inaturalist.org/photos/331738118/medium.jpg,Catharanthus roseus,62924
189386854,https://inaturalist-open-data.s3.amazonaws.com/photos/331751270/medium.jpeg,Catharanthus roseus,62924
189408055,https://inaturalist-open-data.s3.amazonaws.com/photos/331795122/medium.jpg,Catharanthus roseus,62924
189422317,https://inaturalist-open-data.s3.amazonaws.com/photos/331823113/medium.jpg,Catharanthus roseus,62924
189423217,https://inaturalist-open-data.s3.amazonaws.com/photos/331825248/medium.jpg,Catharanthus roseus,62924
189435509,https://static.inaturalist.org/photos/331849051/medium.jpeg,Catharanthus roseus,62924
189435587,https://static.inaturalist.org/photos/331849218/medium.jpg,Catharanthus roseus,62924
